"","Group","Continent","Name","Acronym","System","Climate","Animal_class","GLEAM_module","Intervention","Baseline","Scenario_lower","Scenario_lower.1","Notes"
"447","Low potential","ASIA","Arabian-Peninsula","ARP","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"448","Low potential","ASIA","Arabian-Peninsula","ARP","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"449","Low potential","ASIA","Arabian-Peninsula","ARP","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"450","Low potential","ASIA","Arabian-Peninsula","ARP","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"451","Low potential","OCEANIA","N.Australia","NAU","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"452","Low potential","OCEANIA","N.Australia","NAU","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"453","Low potential","OCEANIA","N.Australia","NAU","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"454","Low potential","OCEANIA","N.Australia","NAU","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"455","Low potential","OCEANIA","N.Australia","NAU","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"456","Low potential","OCEANIA","N.Australia","NAU","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"457","Low potential","OCEANIA","N.Australia","NAU","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"458","Low potential","OCEANIA","N.Australia","NAU","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"459","Low potential","OCEANIA","N.Australia","NAU","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"460","Low potential","OCEANIA","N.Australia","NAU","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"461","Low potential","OCEANIA","N.Australia","NAU","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"462","Low potential","OCEANIA","N.Australia","NAU","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"463","Low potential","OCEANIA","N.Australia","NAU","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"464","Low potential","OCEANIA","N.Australia","NAU","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"465","Low potential","OCEANIA","N.Australia","NAU","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"466","Low potential","OCEANIA","N.Australia","NAU","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"467","Low potential","OCEANIA","N.Australia","NAU","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"468","Low potential","OCEANIA","N.Australia","NAU","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"469","Low potential","OCEANIA","N.Australia","NAU","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"470","Low potential","OCEANIA","N.Australia","NAU","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"471","Low potential","OCEANIA","N.Australia","NAU","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"472","Low potential","OCEANIA","N.Australia","NAU","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"473","Low potential","OCEANIA","N.Australia","NAU","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"474","Low potential","OCEANIA","N.Australia","NAU","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"475","Low potential","OCEANIA","N.Australia","NAU","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"476","Low potential","OCEANIA","N.Australia","NAU","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"477","Low potential","OCEANIA","N.Australia","NAU","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"478","Low potential","OCEANIA","N.Australia","NAU","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"479","Low potential","OCEANIA","N.Australia","NAU","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"480","Low potential","OCEANIA","N.Australia","NAU","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"481","Low potential","OCEANIA","C.Australia","CAU","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"482","Low potential","OCEANIA","C.Australia","CAU","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"483","Low potential","OCEANIA","C.Australia","CAU","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"484","Low potential","OCEANIA","C.Australia","CAU","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"485","Low potential","OCEANIA","C.Australia","CAU","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"486","Low potential","OCEANIA","C.Australia","CAU","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"487","Low potential","OCEANIA","C.Australia","CAU","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"488","Low potential","OCEANIA","C.Australia","CAU","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"489","Low potential","OCEANIA","C.Australia","CAU","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"490","Low potential","OCEANIA","C.Australia","CAU","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"491","Low potential","OCEANIA","C.Australia","CAU","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"492","Low potential","OCEANIA","C.Australia","CAU","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"493","Low potential","OCEANIA","C.Australia","CAU","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"494","Low potential","OCEANIA","C.Australia","CAU","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"495","Low potential","OCEANIA","C.Australia","CAU","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"496","Low potential","OCEANIA","C.Australia","CAU","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"497","Low potential","OCEANIA","C.Australia","CAU","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"498","Low potential","OCEANIA","C.Australia","CAU","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"499","Low potential","OCEANIA","C.Australia","CAU","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"500","Low potential","OCEANIA","C.Australia","CAU","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"501","Low potential","OCEANIA","C.Australia","CAU","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"502","Low potential","OCEANIA","C.Australia","CAU","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"503","Low potential","OCEANIA","C.Australia","CAU","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"504","Low potential","OCEANIA","C.Australia","CAU","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"505","Low potential","OCEANIA","C.Australia","CAU","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"506","Low potential","OCEANIA","C.Australia","CAU","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"507","Low potential","OCEANIA","C.Australia","CAU","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"508","Low potential","OCEANIA","C.Australia","CAU","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"509","Low potential","OCEANIA","C.Australia","CAU","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"510","Low potential","OCEANIA","C.Australia","CAU","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"511","Low potential","OCEANIA","E.Australia","EAU","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"512","Low potential","OCEANIA","E.Australia","EAU","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"513","Low potential","OCEANIA","E.Australia","EAU","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"514","Low potential","OCEANIA","E.Australia","EAU","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"515","Low potential","OCEANIA","E.Australia","EAU","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"516","Low potential","OCEANIA","E.Australia","EAU","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"517","Low potential","OCEANIA","E.Australia","EAU","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"518","Low potential","OCEANIA","E.Australia","EAU","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"519","Low potential","OCEANIA","E.Australia","EAU","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"520","Low potential","OCEANIA","E.Australia","EAU","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"521","Low potential","OCEANIA","E.Australia","EAU","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"522","Low potential","OCEANIA","E.Australia","EAU","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"523","Low potential","OCEANIA","E.Australia","EAU","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"524","Low potential","OCEANIA","E.Australia","EAU","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"525","Low potential","OCEANIA","E.Australia","EAU","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"526","Low potential","OCEANIA","E.Australia","EAU","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"527","Low potential","OCEANIA","E.Australia","EAU","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"528","Low potential","OCEANIA","E.Australia","EAU","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"529","Low potential","OCEANIA","E.Australia","EAU","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"530","Low potential","OCEANIA","E.Australia","EAU","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"531","Low potential","OCEANIA","E.Australia","EAU","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"532","Low potential","OCEANIA","E.Australia","EAU","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"533","Low potential","OCEANIA","E.Australia","EAU","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"534","Low potential","OCEANIA","E.Australia","EAU","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"535","Low potential","OCEANIA","E.Australia","EAU","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"536","Low potential","OCEANIA","E.Australia","EAU","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"537","Low potential","OCEANIA","E.Australia","EAU","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"538","Low potential","OCEANIA","E.Australia","EAU","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"539","Low potential","OCEANIA","E.Australia","EAU","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"540","Low potential","OCEANIA","E.Australia","EAU","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"541","Low potential","OCEANIA","S.Australia","SAU","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"542","Low potential","OCEANIA","S.Australia","SAU","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"543","Low potential","OCEANIA","S.Australia","SAU","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"544","Low potential","OCEANIA","S.Australia","SAU","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"545","Low potential","OCEANIA","S.Australia","SAU","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"546","Low potential","OCEANIA","S.Australia","SAU","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"547","Low potential","OCEANIA","S.Australia","SAU","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"548","Low potential","OCEANIA","S.Australia","SAU","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"549","Low potential","OCEANIA","S.Australia","SAU","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"550","Low potential","OCEANIA","S.Australia","SAU","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"551","Low potential","OCEANIA","S.Australia","SAU","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"552","Low potential","OCEANIA","S.Australia","SAU","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"553","Low potential","OCEANIA","S.Australia","SAU","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"554","Low potential","OCEANIA","S.Australia","SAU","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"555","Low potential","OCEANIA","S.Australia","SAU","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"556","Low potential","OCEANIA","S.Australia","SAU","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"557","Low potential","OCEANIA","S.Australia","SAU","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"558","Low potential","OCEANIA","S.Australia","SAU","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"559","Low potential","OCEANIA","S.Australia","SAU","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"560","Low potential","OCEANIA","S.Australia","SAU","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"561","Low potential","OCEANIA","S.Australia","SAU","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"562","Low potential","OCEANIA","S.Australia","SAU","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"563","Low potential","OCEANIA","S.Australia","SAU","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"564","Low potential","OCEANIA","S.Australia","SAU","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"565","Low potential","OCEANIA","S.Australia","SAU","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"566","Low potential","OCEANIA","S.Australia","SAU","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"567","Low potential","OCEANIA","S.Australia","SAU","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"568","Low potential","OCEANIA","S.Australia","SAU","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"569","Low potential","OCEANIA","S.Australia","SAU","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"570","Low potential","OCEANIA","S.Australia","SAU","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"571","Low potential","OCEANIA","New-Zealand","NZ","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"572","Low potential","OCEANIA","New-Zealand","NZ","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"573","Low potential","OCEANIA","New-Zealand","NZ","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"574","Low potential","OCEANIA","New-Zealand","NZ","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"575","Low potential","OCEANIA","New-Zealand","NZ","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"576","Low potential","OCEANIA","New-Zealand","NZ","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"577","Low potential","OCEANIA","New-Zealand","NZ","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"578","Low potential","OCEANIA","New-Zealand","NZ","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"579","Low potential","OCEANIA","New-Zealand","NZ","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"580","Low potential","OCEANIA","New-Zealand","NZ","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"581","Low potential","OCEANIA","New-Zealand","NZ","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"582","Low potential","OCEANIA","New-Zealand","NZ","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"583","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"584","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"585","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"586","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"587","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"588","Low potential","OCEANIA","New-Zealand","NZ","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"589","Low potential","OCEANIA","New-Zealand","NZ","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"590","Low potential","OCEANIA","New-Zealand","NZ","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"591","Low potential","OCEANIA","New-Zealand","NZ","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"592","Low potential","OCEANIA","New-Zealand","NZ","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"593","Low potential","OCEANIA","New-Zealand","NZ","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"594","Low potential","OCEANIA","New-Zealand","NZ","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"595","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"596","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"597","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"598","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"599","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"600","Low potential","OCEANIA","New-Zealand","NZ","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
